elapsed_s,mean,min,max,tracking_prob,repartitioning_prob,storage_type,partitions,paths,interval,line_label
1.0,25080.504364694472,25080.504364694472,25080.504364694472,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
2.1,28617.021276595744,28617.021276595744,28617.021276595744,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
3.1,29006.756756756757,29006.756756756757,29006.756756756757,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
4.1,28857.41811175337,28857.41811175337,28857.41811175337,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
5.2,29638.728323699423,29638.728323699423,29638.728323699423,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
6.2,29814.423076923074,29814.423076923074,29814.423076923074,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
7.3,29327.884615384613,29327.884615384613,29327.884615384613,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
8.3,29428.846153846152,29428.846153846152,29428.846153846152,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
9.3,29504.31447746884,29504.31447746884,29504.31447746884,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
10.4,29325.023969319274,29325.023969319274,29325.023969319274,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
11.4,29807.286673058486,29807.286673058486,29807.286673058486,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
12.5,29587.72770853308,29587.72770853308,29587.72770853308,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
13.5,29493.28214971209,29493.28214971209,29493.28214971209,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
14.6,29689.35762224353,29689.35762224353,29689.35762224353,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
15.6,29275.167785234902,29275.167785234902,29275.167785234902,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
16.6,28932.885906040272,28932.885906040272,28932.885906040272,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
17.7,29559.923298178335,29559.923298178335,29559.923298178335,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
18.7,29798.65771812081,29798.65771812081,29798.65771812081,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
19.8,29310.940499040305,29310.940499040305,29310.940499040305,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
20.8,29486.09779482263,29486.09779482263,29486.09779482263,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
21.9,29279.961649089168,29279.961649089168,29279.961649089168,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
22.9,28808.06142034549,28808.06142034549,28808.06142034549,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
23.9,24982.775119617225,24982.775119617225,24982.775119617225,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
25.0,27873.563218390802,27873.563218390802,27873.563218390802,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
26.0,28772.115384615383,28772.115384615383,28772.115384615383,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
27.1,28283.79674017258,28283.79674017258,28283.79674017258,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
28.1,28150.81652257445,28150.81652257445,28150.81652257445,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
29.1,27796.349663784826,27796.349663784826,27796.349663784826,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
30.2,27304.514889529302,27304.514889529302,27304.514889529302,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
31.2,27830.931796349665,27830.931796349665,27830.931796349665,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
32.3,27719.500480307397,27719.500480307397,27719.500480307397,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
33.3,27455.938697318008,27455.938697318008,27455.938697318008,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
34.4,27833.173537871528,27833.173537871528,27833.173537871528,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
35.4,27886.973180076628,27886.973180076628,27886.973180076628,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
36.4,27727.70853307766,27727.70853307766,27727.70853307766,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
37.5,27850.144092219023,27850.144092219023,27850.144092219023,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
38.5,27265.325670498085,27265.325670498085,27265.325670498085,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
39.6,27018.199233716474,27018.199233716474,27018.199233716474,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
40.6,27417.624521072798,27417.624521072798,27417.624521072798,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
41.7,27300.766283524903,27300.766283524903,27300.766283524903,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
42.7,27312.55992329818,27312.55992329818,27312.55992329818,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
43.8,28018.199233716474,28018.199233716474,28018.199233716474,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
44.8,28946.153846153844,28946.153846153844,28946.153846153844,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
45.8,28643.336529242573,28643.336529242573,28643.336529242573,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
46.9,29074.78427612656,29074.78427612656,29074.78427612656,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
47.9,29214.765100671142,29214.765100671142,29214.765100671142,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
49.0,28714.97120921305,28714.97120921305,28714.97120921305,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
