elapsed_s,mean,min,max,tracking_prob,repartitioning_prob,storage_type,partitions,paths,interval,line_label
1.0,473809.1085271318,473809.1085271318,473809.1085271318,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
2.1,474531.4617618587,474531.4617618587,474531.4617618587,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
3.1,454997.10424710426,454997.10424710426,454997.10424710426,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
4.1,475104.1465766635,475104.1465766635,475104.1465766635,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
5.2,476172.6133076182,476172.6133076182,476172.6133076182,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
6.2,473826.92307692306,473826.92307692306,473826.92307692306,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
7.3,475158.8065447546,475158.8065447546,475158.8065447546,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
8.3,425704.8076923077,425704.8076923077,425704.8076923077,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
9.3,470426.103646833,470426.103646833,470426.103646833,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
10.4,472085.60311284044,472085.60311284044,472085.60311284044,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
11.4,476590.3846153846,476590.3846153846,476590.3846153846,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
12.4,475217.8502879079,475217.8502879079,475217.8502879079,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
13.5,467578.69481765834,467578.69481765834,467578.69481765834,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
14.5,473818.6180422265,473818.6180422265,473818.6180422265,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
15.6,472941.45873320533,472941.45873320533,472941.45873320533,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
16.6,467037.4280230326,467037.4280230326,467037.4280230326,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
17.7,471139.1554702495,471139.1554702495,471139.1554702495,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
18.7,470880.03838771593,470880.03838771593,470880.03838771593,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
19.7,465532.62955854123,465532.62955854123,465532.62955854123,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
20.8,469250.4798464491,469250.4798464491,469250.4798464491,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
