elapsed_s,mean,min,max,tracking_prob,repartitioning_prob,storage_type,partitions,paths,interval,line_label
1.0,93705.42635658915,93705.42635658915,93705.42635658915,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
2.1,86037.71760154738,86037.71760154738,86037.71760154738,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
3.1,99136.2763915547,99136.2763915547,99136.2763915547,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
4.2,109227.44721689059,109227.44721689059,109227.44721689059,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
5.2,113125.7197696737,113125.7197696737,113125.7197696737,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
6.2,112628.59884836852,112628.59884836852,112628.59884836852,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
7.3,117308.06142034549,117308.06142034549,117308.06142034549,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
8.3,119273.51247600767,119273.51247600767,119273.51247600767,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
9.4,118351.24760076775,118351.24760076775,118351.24760076775,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
10.4,121565.25911708253,121565.25911708253,121565.25911708253,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
11.4,123711.13243761996,123711.13243761996,123711.13243761996,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
12.5,122975.04798464492,122975.04798464492,122975.04798464492,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
13.5,122995.20153550863,122995.20153550863,122995.20153550863,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
14.6,124248.56046065259,124248.56046065259,124248.56046065259,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
15.6,125363.72360844529,125363.72360844529,125363.72360844529,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
16.7,124451.0556621881,124451.0556621881,124451.0556621881,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
17.7,125468.330134357,125468.330134357,125468.330134357,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
18.7,126570.05758157388,126570.05758157388,126570.05758157388,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
19.8,123476.96737044146,123476.96737044146,123476.96737044146,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
