elapsed_s,mean,min,max,tracking_prob,repartitioning_prob,storage_type,partitions,paths,interval,line_label
1.0,47251.21241513095,47251.21241513095,47251.21241513095,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
2.1,38163.12741312741,38163.12741312741,38163.12741312741,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
3.1,37785.92092574735,37785.92092574735,37785.92092574735,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
4.1,37648.700673724736,37648.700673724736,37648.700673724736,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
5.2,38635.22617901829,38635.22617901829,38635.22617901829,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
6.2,37674.03846153846,37674.03846153846,37674.03846153846,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
7.3,38090.21113243762,38090.21113243762,38090.21113243762,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
8.3,38113.46153846154,38113.46153846154,38113.46153846154,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
9.3,38010.56676272815,38010.56676272815,38010.56676272815,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
10.4,38237.27185398655,38237.27185398655,38237.27185398655,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
11.4,38430.35542747359,38430.35542747359,38430.35542747359,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
12.5,31174.496644295305,31174.496644295305,31174.496644295305,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
13.5,29741.379310344826,29741.379310344826,29741.379310344826,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
14.6,37807.87704130644,37807.87704130644,37807.87704130644,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
15.6,38363.9846743295,38363.9846743295,38363.9846743295,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
16.6,38059.44391179291,38059.44391179291,38059.44391179291,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
17.7,38102.78578290106,38102.78578290106,38102.78578290106,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
18.7,8843.869731800765,8843.869731800765,8843.869731800765,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
19.8,5194.6308724832215,5194.6308724832215,5194.6308724832215,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
20.8,8623.20230105465,8623.20230105465,8623.20230105465,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
21.9,12750.71907957814,12750.71907957814,12750.71907957814,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
22.9,10579.0987535954,10579.0987535954,10579.0987535954,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
23.9,13651.96548418025,13651.96548418025,13651.96548418025,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
25.0,9862.068965517241,9862.068965517241,9862.068965517241,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
26.0,5810.162991371046,5810.162991371046,5810.162991371046,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
27.1,9562.799616490893,9562.799616490893,9562.799616490893,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
28.1,10639.501438159157,10639.501438159157,10639.501438159157,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
29.2,27300.095877277086,27300.095877277086,27300.095877277086,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
30.2,11753.83141762452,11753.83141762452,11753.83141762452,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
31.2,5199.424736337488,5199.424736337488,5199.424736337488,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
32.3,1284.7555129434324,1284.7555129434324,1284.7555129434324,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
33.3,4991.35446685879,4991.35446685879,4991.35446685879,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
34.4,7251.439539347409,7251.439539347409,7251.439539347409,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
35.4,11022.051773729627,11022.051773729627,11022.051773729627,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
36.5,10641.418983700863,10641.418983700863,10641.418983700863,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
37.5,3690.613026819923,3690.613026819923,3690.613026819923,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
38.5,3731.543624161074,3731.543624161074,3731.543624161074,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
39.6,2890.489913544669,2890.489913544669,2890.489913544669,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
40.6,3891.450528338137,3891.450528338137,3891.450528338137,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
41.7,9865.771812080538,9865.771812080538,9865.771812080538,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
42.7,4552.253116011506,4552.253116011506,4552.253116011506,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
43.8,19969.289827255277,19969.289827255277,19969.289827255277,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
44.8,23229.885057471263,23229.885057471263,23229.885057471263,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
45.8,9912.75167785235,9912.75167785235,9912.75167785235,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
46.9,1482.7586206896551,1482.7586206896551,1482.7586206896551,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
47.9,1476.923076923077,1476.923076923077,1476.923076923077,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
49.0,304.5977011494253,304.5977011494253,304.5977011494253,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
50.0,1100.6711409395973,1100.6711409395973,1100.6711409395973,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
51.1,2576.9230769230767,2576.9230769230767,2576.9230769230767,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
52.1,0.0,0.0,0.0,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
53.1,448.6071085494717,448.6071085494717,448.6071085494717,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
54.2,0.0,0.0,0.0,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
55.2,37241.842610364685,37241.842610364685,37241.842610364685,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
56.3,14741.131351869608,14741.131351869608,14741.131351869608,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
57.3,7283.524904214559,7283.524904214559,7283.524904214559,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
58.3,11646.21284755513,11646.21284755513,11646.21284755513,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
59.4,1340.3643336529244,1340.3643336529244,1340.3643336529244,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
60.4,1915.3031761308953,1915.3031761308953,1915.3031761308953,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
61.5,1936.7209971236819,1936.7209971236819,1936.7209971236819,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
62.5,27224.783861671473,27224.783861671473,27224.783861671473,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
63.6,8843.720038350912,8843.720038350912,8843.720038350912,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
64.6,0.0,0.0,0.0,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
65.6,24150.0,24150.0,24150.0,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
66.7,23371.647509578543,23371.647509578543,23371.647509578543,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
67.7,738.255033557047,738.255033557047,738.255033557047,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
68.8,20625.96153846154,20625.96153846154,20625.96153846154,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
69.8,33167.624521072794,33167.624521072794,33167.624521072794,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
70.9,38029.72195589646,38029.72195589646,38029.72195589646,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
71.9,37199.23371647509,37199.23371647509,37199.23371647509,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
72.9,38029.72195589646,38029.72195589646,38029.72195589646,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
74.0,37707.85440613027,37707.85440613027,37707.85440613027,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
75.0,37472.674976030685,37472.674976030685,37472.674976030685,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
76.1,37620.68965517241,37620.68965517241,37620.68965517241,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
77.1,37781.6091954023,37781.6091954023,37781.6091954023,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
78.2,37681.034482758616,37681.034482758616,37681.034482758616,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
79.2,37860.71085494717,37860.71085494717,37860.71085494717,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
80.2,37328.85906040269,37328.85906040269,37328.85906040269,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
81.3,37184.86590038314,37184.86590038314,37184.86590038314,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
82.3,37710.85494716619,37710.85494716619,37710.85494716619,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
83.4,37552.681992337166,37552.681992337166,37552.681992337166,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
84.4,37671.14093959732,37671.14093959732,37671.14093959732,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
85.5,36955.93869731801,36955.93869731801,36955.93869731801,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
86.5,37377.75647171621,37377.75647171621,37377.75647171621,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
87.5,37684.56375838927,37684.56375838927,37684.56375838927,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
88.6,37348.03451581975,37348.03451581975,37348.03451581975,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
89.6,37534.10182516811,37534.10182516811,37534.10182516811,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
90.7,37151.34099616858,37151.34099616858,37151.34099616858,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
91.7,36778.523489932886,36778.523489932886,36778.523489932886,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
92.8,37043.186180422264,37043.186180422264,37043.186180422264,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
93.8,37267.050912584054,37267.050912584054,37267.050912584054,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
94.8,36885.686839577334,36885.686839577334,36885.686839577334,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
95.9,36892.30769230769,36892.30769230769,36892.30769230769,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
96.9,37190.29126213592,37190.29126213592,37190.29126213592,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
98.0,36926.92307692308,36926.92307692308,36926.92307692308,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
99.0,37486.564299424186,37486.564299424186,37486.564299424186,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
100.0,37423.63112391931,37423.63112391931,37423.63112391931,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
101.1,37268.97214217099,37268.97214217099,37268.97214217099,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
102.1,37615.754082612875,37615.754082612875,37615.754082612875,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
103.2,38278.044103547465,38278.044103547465,38278.044103547465,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
104.2,37768.19923371647,37768.19923371647,37768.19923371647,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
105.2,37360.49856184085,37360.49856184085,37360.49856184085,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
106.3,37615.90038314176,37615.90038314176,37615.90038314176,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
107.3,37285.71428571429,37285.71428571429,37285.71428571429,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
108.4,39388.67562380038,39388.67562380038,39388.67562380038,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
109.4,38450.48543689321,38450.48543689321,38450.48543689321,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
110.5,37092.91187739463,37092.91187739463,37092.91187739463,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
111.5,37380.632790028765,37380.632790028765,37380.632790028765,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
112.5,37385.057471264365,37385.057471264365,37385.057471264365,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
113.6,37222.43528283797,37222.43528283797,37222.43528283797,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
114.6,37479.34678194045,37479.34678194045,37479.34678194045,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
115.7,38324.06519654842,38324.06519654842,38324.06519654842,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
116.7,37519.6548418025,37519.6548418025,37519.6548418025,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
117.8,37476.053639846745,37476.053639846745,37476.053639846745,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
118.8,37442.84341978867,37442.84341978867,37442.84341978867,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
119.8,37866.858237547895,37866.858237547895,37866.858237547895,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
120.9,37057.5263662512,37057.5263662512,37057.5263662512,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
121.9,38222.862632084536,38222.862632084536,38222.862632084536,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
123.0,37595.397890699904,37595.397890699904,37595.397890699904,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
124.0,37068.96551724138,37068.96551724138,37068.96551724138,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
125.0,37299.13710450623,37299.13710450623,37299.13710450623,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
126.1,37596.74329501916,37596.74329501916,37596.74329501916,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
127.1,37532.11888782359,37532.11888782359,37532.11888782359,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
128.2,37114.94252873563,37114.94252873563,37114.94252873563,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
129.2,37680.72866730585,37680.72866730585,37680.72866730585,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
130.3,37618.63592699328,37618.63592699328,37618.63592699328,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
131.3,37311.23919308357,37311.23919308357,37311.23919308357,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
132.3,37562.26053639847,37562.26053639847,37562.26053639847,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
133.4,37692.23394055609,37692.23394055609,37692.23394055609,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
134.4,37635.057471264365,37635.057471264365,37635.057471264365,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
135.5,38046.97986577181,38046.97986577181,38046.97986577181,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
136.5,37642.72030651341,37642.72030651341,37642.72030651341,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
137.6,37327.569644572526,37327.569644572526,37327.569644572526,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
138.6,37348.03451581975,37348.03451581975,37348.03451581975,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
139.7,37199.23371647509,37199.23371647509,37199.23371647509,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
140.7,37208.05369127517,37208.05369127517,37208.05369127517,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
141.7,37480.80614203455,37480.80614203455,37480.80614203455,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
142.8,37701.82166826462,37701.82166826462,37701.82166826462,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
143.8,37606.90316395015,37606.90316395015,37606.90316395015,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
144.9,38157.3896353167,38157.3896353167,38157.3896353167,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
145.9,37025.886864813045,37025.886864813045,37025.886864813045,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
147.0,37196.360153256705,37196.360153256705,37196.360153256705,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
148.0,37744.476464937565,37744.476464937565,37744.476464937565,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
