elapsed_s,mean,min,max,tracking_prob,repartitioning_prob,storage_type,partitions,paths,interval,line_label
1.0,11057.225994180408,11057.225994180408,11057.225994180408,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
2.1,11092.664092664092,11092.664092664092,11092.664092664092,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
3.1,11371.868978805394,11371.868978805394,11371.868978805394,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
4.1,11485.549132947977,11485.549132947977,11485.549132947977,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
5.2,11482.194417709337,11482.194417709337,11482.194417709337,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
6.2,11567.307692307691,11567.307692307691,11567.307692307691,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
7.3,11541.266794625719,11541.266794625719,11541.266794625719,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
8.3,11810.940499040307,11810.940499040307,11810.940499040307,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
9.3,11970.249520153551,11970.249520153551,11970.249520153551,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
10.4,11757.197696737043,11757.197696737043,11757.197696737043,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
11.4,11893.474088291747,11893.474088291747,11893.474088291747,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
12.5,11945.297504798464,11945.297504798464,11945.297504798464,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
13.5,11828.214971209212,11828.214971209212,11828.214971209212,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
14.6,11866.602687140115,11866.602687140115,11866.602687140115,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
15.6,11653.550863723609,11653.550863723609,11653.550863723609,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
16.6,11618.042226487523,11618.042226487523,11618.042226487523,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
17.7,11874.159462055717,11874.159462055717,11874.159462055717,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
18.7,11958.73320537428,11958.73320537428,11958.73320537428,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
19.8,11795.585412667946,11795.585412667946,11795.585412667946,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
20.8,11537.871524448707,11537.871524448707,11537.871524448707,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
21.9,11302.303262955853,11302.303262955853,11302.303262955853,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
22.9,11174.329501915709,11174.329501915709,11174.329501915709,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
23.9,11374.280230326296,11374.280230326296,11374.280230326296,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
25.0,8620.095693779906,8620.095693779906,8620.095693779906,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
26.0,11238.003838771592,11238.003838771592,11238.003838771592,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
27.1,11093.090211132438,11093.090211132438,11093.090211132438,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
28.1,10945.349952061362,10945.349952061362,10945.349952061362,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
29.2,11354.126679462572,11354.126679462572,11354.126679462572,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
30.2,11272.552783109404,11272.552783109404,11272.552783109404,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
31.2,11406.909788867562,11406.909788867562,11406.909788867562,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
32.3,11358.925143953935,11358.925143953935,11358.925143953935,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
33.3,11487.523992322456,11487.523992322456,11487.523992322456,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
34.4,11353.1669865643,11353.1669865643,11353.1669865643,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
35.4,11514.395393474088,11514.395393474088,11514.395393474088,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
36.4,11454.89443378119,11454.89443378119,11454.89443378119,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
37.5,11618.042226487523,11618.042226487523,11618.042226487523,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
38.5,11571.976967370441,11571.976967370441,11571.976967370441,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
39.6,11469.289827255277,11469.289827255277,11469.289827255277,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
40.6,11488.483685220728,11488.483685220728,11488.483685220728,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
41.7,11577.735124760076,11577.735124760076,11577.735124760076,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
42.7,11715.930902111324,11715.930902111324,11715.930902111324,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
43.7,11653.550863723609,11653.550863723609,11653.550863723609,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
44.8,11595.969289827255,11595.969289827255,11595.969289827255,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
45.8,11748.56046065259,11748.56046065259,11748.56046065259,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
46.9,11670.825335892514,11670.825335892514,11670.825335892514,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
47.9,11619.001919385797,11619.001919385797,11619.001919385797,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
49.0,11627.63915547025,11627.63915547025,11627.63915547025,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
50.0,11663.442940038685,11663.442940038685,11663.442940038685,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
51.0,11591.170825335892,11591.170825335892,11591.170825335892,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
52.1,11519.19385796545,11519.19385796545,11519.19385796545,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
53.1,11610.951008645534,11610.951008645534,11610.951008645534,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
54.2,11581.975071907958,11581.975071907958,11581.975071907958,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
55.2,11705.374280230326,11705.374280230326,11705.374280230326,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
56.2,11638.195777351248,11638.195777351248,11638.195777351248,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
57.3,11658.34932821497,11658.34932821497,11658.34932821497,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
58.3,11679.462571976967,11679.462571976967,11679.462571976967,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
59.4,11510.556621880998,11510.556621880998,11510.556621880998,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
60.4,11079.578139980826,11079.578139980826,11079.578139980826,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
61.4,11147.65100671141,11147.65100671141,11147.65100671141,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
62.5,10953.978906999042,10953.978906999042,10953.978906999042,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
63.5,10968.330134357006,10968.330134357006,10968.330134357006,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
64.6,11100.671140939598,11100.671140939598,11100.671140939598,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
65.6,11036.433365292427,11036.433365292427,11036.433365292427,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
66.7,11463.531669865642,11463.531669865642,11463.531669865642,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
67.7,11274.47216890595,11274.47216890595,11274.47216890595,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
68.7,11476.007677543186,11476.007677543186,11476.007677543186,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
69.8,11268.972142170991,11268.972142170991,11268.972142170991,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
70.8,11340.690978886756,11340.690978886756,11340.690978886756,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
71.9,11400.191938579654,11400.191938579654,11400.191938579654,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
72.9,11586.372360844529,11586.372360844529,11586.372360844529,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
74.0,11342.610364683302,11342.610364683302,11342.610364683302,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
75.0,11404.990403071017,11404.990403071017,11404.990403071017,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
76.0,11393.852065321807,11393.852065321807,11393.852065321807,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
77.1,11469.289827255277,11469.289827255277,11469.289827255277,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
78.1,11535.508637236084,11535.508637236084,11535.508637236084,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
79.2,11578.694817658348,11578.694817658348,11578.694817658348,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
80.2,11369.481765834933,11369.481765834933,11369.481765834933,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
81.2,11523.992322456814,11523.992322456814,11523.992322456814,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
82.3,11620.557156580213,11620.557156580213,11620.557156580213,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
83.3,11635.31669865643,11635.31669865643,11635.31669865643,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
84.4,11429.942418426102,11429.942418426102,11429.942418426102,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
85.4,11819.57773512476,11819.57773512476,11819.57773512476,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
86.5,11455.854126679462,11455.854126679462,11455.854126679462,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
87.5,11571.976967370441,11571.976967370441,11571.976967370441,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
88.5,11564.29942418426,11564.29942418426,11564.29942418426,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
89.6,11605.56621880998,11605.56621880998,11605.56621880998,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
90.6,11584.452975047985,11584.452975047985,11584.452975047985,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
91.7,11768.714011516315,11768.714011516315,11768.714011516315,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
92.7,11882.917466410749,11882.917466410749,11882.917466410749,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
93.8,11660.268714011516,11660.268714011516,11660.268714011516,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
94.8,11825.335892514395,11825.335892514395,11825.335892514395,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
95.8,11699.61612284069,11699.61612284069,11699.61612284069,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
