elapsed_s,mean,min,max,tracking_prob,repartitioning_prob,storage_type,partitions,paths,interval,line_label
1.1,534905.1233396584,534905.1233396584,534905.1233396584,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
2.1,541531.1601150527,541531.1601150527,541531.1601150527,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
3.1,542427.8846153846,542427.8846153846,542427.8846153846,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
4.2,522605.56621881,522605.56621881,522605.56621881,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
5.2,539525.6534365925,539525.6534365925,539525.6534365925,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
6.3,548552.783109405,548552.783109405,548552.783109405,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
7.3,540717.1620325983,540717.1620325983,540717.1620325983,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
8.3,536282.6923076923,536282.6923076923,536282.6923076923,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
9.4,544500.0,544500.0,544500.0,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
10.4,550630.8724832215,550630.8724832215,550630.8724832215,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
11.5,537938.5796545105,537938.5796545105,537938.5796545105,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
12.5,540760.0767754319,540760.0767754319,540760.0767754319,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
13.5,537216.6826462129,537216.6826462129,537216.6826462129,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
14.6,534893.4740882918,534893.4740882918,534893.4740882918,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
15.6,544384.8368522073,544384.8368522073,544384.8368522073,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
16.7,540260.7861936721,540260.7861936721,540260.7861936721,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
17.7,539718.8099808061,539718.8099808061,539718.8099808061,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
18.8,409678.8111217642,409678.8111217642,409678.8111217642,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
1.0,954694.471387003,954694.471387003,954694.471387003,1.0,1.0,engine,1,1,0,engine_p1_w1_i0
2.1,949875.1210067765,949875.1210067765,949875.1210067765,1.0,1.0,engine,1,1,0,engine_p1_w1_i0
3.1,948835.9073359073,948835.9073359073,948835.9073359073,1.0,1.0,engine,1,1,0,engine_p1_w1_i0
4.1,944855.2123552123,944855.2123552123,944855.2123552123,1.0,1.0,engine,1,1,0,engine_p1_w1_i0
5.2,945270.9739633559,945270.9739633559,945270.9739633559,1.0,1.0,engine,1,1,0,engine_p1_w1_i0
6.2,950028.8461538461,950028.8461538461,950028.8461538461,1.0,1.0,engine,1,1,0,engine_p1_w1_i0
7.3,939390.760346487,939390.760346487,939390.760346487,1.0,1.0,engine,1,1,0,engine_p1_w1_i0
8.3,943250.9615384615,943250.9615384615,943250.9615384615,1.0,1.0,engine,1,1,0,engine_p1_w1_i0
9.3,953543.1861804222,953543.1861804222,953543.1861804222,1.0,1.0,engine,1,1,0,engine_p1_w1_i0
10.4,949272.1153846154,949272.1153846154,949272.1153846154,1.0,1.0,engine,1,1,0,engine_p1_w1_i0
1.0,740832.3643410852,740832.3643410852,740832.3643410852,1.0,1.0,hard,8,1,5000,hard_p8_w1_i5000
2.1,740036.750483559,740036.750483559,740036.750483559,1.0,1.0,hard,8,1,5000,hard_p8_w1_i5000
3.1,707032.8185328185,707032.8185328185,707032.8185328185,1.0,1.0,hard,8,1,5000,hard_p8_w1_i5000
4.1,702411.3680154142,702411.3680154142,702411.3680154142,0.0,1.0,hard,8,1,5000,hard_p8_w1_i5000
5.2,548751.4450867051,548751.4450867051,548751.4450867051,1.0,0.0,hard,8,1,5000,hard_p8_w1_i5000
6.2,698925.9615384615,698925.9615384615,698925.9615384615,1.0,1.0,hard,8,1,5000,hard_p8_w1_i5000
7.3,728583.6538461539,728583.6538461539,728583.6538461539,1.0,1.0,hard,8,1,5000,hard_p8_w1_i5000
8.3,730898.0769230769,730898.0769230769,730898.0769230769,1.0,1.0,hard,8,1,5000,hard_p8_w1_i5000
9.3,713537.8715244487,713537.8715244487,713537.8715244487,1.0,1.0,hard,8,1,5000,hard_p8_w1_i5000
10.4,702293.3844678812,702293.3844678812,702293.3844678812,0.0,1.0,hard,8,1,5000,hard_p8_w1_i5000
11.4,539859.0604026846,539859.0604026846,539859.0604026846,1.0,0.0,hard,8,1,5000,hard_p8_w1_i5000
12.5,706308.0614203454,706308.0614203454,706308.0614203454,1.0,1.0,hard,8,1,5000,hard_p8_w1_i5000
13.5,704986.5771812081,704986.5771812081,704986.5771812081,1.0,1.0,hard,8,1,5000,hard_p8_w1_i5000
1.0,559895.3488372093,559895.3488372093,559895.3488372093,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
2.1,564283.6398838336,564283.6398838336,564283.6398838336,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
3.1,554685.9903381643,554685.9903381643,554685.9903381643,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
4.1,535774.3490838959,535774.3490838959,535774.3490838959,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
5.2,557944.0694310511,557944.0694310511,557944.0694310511,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
6.2,558964.423076923,558964.423076923,558964.423076923,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
7.3,554460.0577478345,554460.0577478345,554460.0577478345,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
8.3,557125.7197696737,557125.7197696737,557125.7197696737,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
9.3,560932.8214971209,560932.8214971209,560932.8214971209,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
10.4,561797.69894535,561797.69894535,561797.69894535,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
11.4,557150.6717850288,557150.6717850288,557150.6717850288,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
12.5,557225.527831094,557225.527831094,557225.527831094,1.0,1.0,hard,1,1,0,hard_p1_w1_i0
