elapsed_s,mean,min,max,tracking_prob,repartitioning_prob,storage_type,partitions,paths,interval,line_label
1.0,118517.37451737451,118517.37451737451,118517.37451737451,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
2.1,129775.31340405016,129775.31340405016,129775.31340405016,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
3.1,128194.6050096339,128194.6050096339,128194.6050096339,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
4.2,130666.9874879692,130666.9874879692,130666.9874879692,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
5.2,130911.53846153845,130911.53846153845,130911.53846153845,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
6.2,129236.08445297505,129236.08445297505,129236.08445297505,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
7.3,128918.34774255524,128918.34774255524,128918.34774255524,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
8.3,131237.0441458733,131237.0441458733,131237.0441458733,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
9.4,129138.06327900289,129138.06327900289,129138.06327900289,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
10.4,129677.9497098646,129677.9497098646,129677.9497098646,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
11.4,130473.12859884836,130473.12859884836,130473.12859884836,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
12.5,129760.07677543185,129760.07677543185,129760.07677543185,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
13.5,126600.76775431861,126600.76775431861,126600.76775431861,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
14.6,127609.40499040307,127609.40499040307,127609.40499040307,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
15.6,124188.09980806142,124188.09980806142,124188.09980806142,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
16.6,126072.93666026871,126072.93666026871,126072.93666026871,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
17.7,129020.15355086372,129020.15355086372,129020.15355086372,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
18.7,127748.56046065259,127748.56046065259,127748.56046065259,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
19.8,123630.51823416507,123630.51823416507,123630.51823416507,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
20.8,91281.19001919385,91281.19001919385,91281.19001919385,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
21.9,123476.00767754318,123476.00767754318,123476.00767754318,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
22.9,122929.9424184261,122929.9424184261,122929.9424184261,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
23.9,124266.79462571976,124266.79462571976,124266.79462571976,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
25.0,124807.2866730585,124807.2866730585,124807.2866730585,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
26.0,98122.84069097889,98122.84069097889,98122.84069097889,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
27.1,125491.36276391555,125491.36276391555,125491.36276391555,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
28.1,125760.07677543185,125760.07677543185,125760.07677543185,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
29.1,125950.09596928982,125950.09596928982,125950.09596928982,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
30.2,127147.65100671141,127147.65100671141,127147.65100671141,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
31.2,125489.443378119,125489.443378119,125489.443378119,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
32.3,125580.61420345488,125580.61420345488,125580.61420345488,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
33.3,124788.86756238004,124788.86756238004,124788.86756238004,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
34.4,125804.22264875239,125804.22264875239,125804.22264875239,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
35.4,121027.80441035476,121027.80441035476,121027.80441035476,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
36.4,120926.10364683301,120926.10364683301,120926.10364683301,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
37.5,121788.86756238004,121788.86756238004,121788.86756238004,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
38.5,121691.27516778525,121691.27516778525,121691.27516778525,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
39.6,121120.92130518233,121120.92130518233,121120.92130518233,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
40.6,121669.86564299423,121669.86564299423,121669.86564299423,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
41.7,121450.62320230107,121450.62320230107,121450.62320230107,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
42.7,121774.47216890595,121774.47216890595,121774.47216890595,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
43.7,122717.85028790786,122717.85028790786,122717.85028790786,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
44.8,122487.52399232246,122487.52399232246,122487.52399232246,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
45.8,120213.0518234165,120213.0518234165,120213.0518234165,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
46.9,119954.93767976991,119954.93767976991,119954.93767976991,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
47.9,121189.05950095969,121189.05950095969,121189.05950095969,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
49.0,121189.05950095969,121189.05950095969,121189.05950095969,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
50.0,123132.43761996161,123132.43761996161,123132.43761996161,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
51.0,122409.78886756237,122409.78886756237,122409.78886756237,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
52.1,119606.90316395015,119606.90316395015,119606.90316395015,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
53.1,120908.8291746641,120908.8291746641,120908.8291746641,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
54.2,120541.26679462571,120541.26679462571,120541.26679462571,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
55.2,119801.34357005758,119801.34357005758,119801.34357005758,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
56.2,121441.03547459253,121441.03547459253,121441.03547459253,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
57.3,120861.80422264875,120861.80422264875,120861.80422264875,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
58.3,118793.86385426654,118793.86385426654,118793.86385426654,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
59.4,120250.47984644913,120250.47984644913,120250.47984644913,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
60.4,120640.11516314778,120640.11516314778,120640.11516314778,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
61.5,119785.98848368521,119785.98848368521,119785.98848368521,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
62.5,120359.8848368522,120359.8848368522,120359.8848368522,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
63.5,121485.13902205178,121485.13902205178,121485.13902205178,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
64.6,121388.67562380037,121388.67562380037,121388.67562380037,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
65.6,120373.91304347827,120373.91304347827,120373.91304347827,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
66.7,121259.11708253359,121259.11708253359,121259.11708253359,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
67.7,120421.30518234165,120421.30518234165,120421.30518234165,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
68.7,119117.08253358924,119117.08253358924,119117.08253358924,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
69.8,120512.94343240652,120512.94343240652,120512.94343240652,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
70.8,121786.9481765835,121786.9481765835,121786.9481765835,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
71.9,121576.171875,121576.171875,121576.171875,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
72.9,122797.50479846449,122797.50479846449,122797.50479846449,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
73.9,122355.70469798658,122355.70469798658,122355.70469798658,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
75.0,121206.3339731286,121206.3339731286,121206.3339731286,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
76.0,123146.01344860712,123146.01344860712,123146.01344860712,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
77.1,122395.01438159157,122395.01438159157,122395.01438159157,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
78.1,119954.1015625,119954.1015625,119954.1015625,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
79.1,119639.15547024952,119639.15547024952,119639.15547024952,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
80.2,119840.84372003836,119840.84372003836,119840.84372003836,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
81.2,107464.49136276392,107464.49136276392,107464.49136276392,1.0,1.0,hard,1,1,5000,hard_p1_w1_i5000
1.0,175833.49467570186,175833.49467570186,175833.49467570186,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
2.1,189704.7434656341,189704.7434656341,189704.7434656341,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
3.1,210833.97683397683,210833.97683397683,210833.97683397683,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
4.1,221153.62318840582,221153.62318840582,221153.62318840582,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
5.2,226680.1541425819,226680.1541425819,226680.1541425819,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
6.2,229809.06460945035,229809.06460945035,229809.06460945035,1.0,1.0,hard,8,1,0,hard_p8_w1_i0
