workload,workers,storage_type,partitions,storage_engine,paths,interval,thinking_time,sync_mode,latency_median,latency_average,latency_75,latency_95,throughput_ops_per_sec
ycsb_a,4,engine,1,rocksdb,1,0,10000000,sync_on,2751545.0,7056852.221082621,13991472.5,26465223.7,240.29403797279616
ycsb_a,8,engine,1,rocksdb,1,0,10000000,sync_on,75140.0,8037264.870613365,17559008.0,29394862.999999985,435.42543725880375
ycsb_a,12,engine,1,rocksdb,1,0,10000000,sync_on,2864972.0,10965624.007506825,21478632.25,31986314.0,577.1108197115512
ycsb_a,16,engine,1,rocksdb,1,0,10000000,sync_on,2879998.5,12684630.055458516,17038387.0,31386816.25000001,592.3853099350515
